"license_licenseAbbrev","license_id","license_media_id","license_media_id_type","license_media_type","license_media_url","license_media_from_date"
"J. Novak",30000924,25731,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/34/81/0000463481_03.jpg",1662037200
"J. Novak",30000924,26352,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/34/94/0000463494_03.jpg",1662037200
"T. Nakic",30001899,26601,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/59/57/0000465957_03.jpg",1662037200
"T. Nakic",30001899,26588,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/59/66/0000465966_03.jpg",1662037200
"S. Quintela",30000013,26590,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/59/28/0000465928_03.jpg",1662037200
"S. Quintela",30000013,26210,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/59/22/0000465922_03.jpg",1631664000
"P. Savkov",30000111,26263,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/36/15/0000463615_03.jpg",1662037200
"P. Savkov",30000111,26354,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/36/28/0000463628_03.jpg",1662037200
"V. Okouo",20210941,26346,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/36/57/0000463657_03.jpg",1662037200
"V. Okouo",20210941,25651,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/36/54/0000463654_03.jpg",1662037200
"L. Brajkovic",30002006,26600,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/58/00/0000465800_03.jpg",1663592400
"L. Brajkovic",30002006,26595,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/58/07/0000465807_03.jpg",1662037200
"J. Beirán",20201904,27027,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/98/92/0000469892_03.jpg",1663246800
"J. Beirán",20201904,27026,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/98/79/0000469879_03.jpg",1663246800
"D. Walker",20212227,26480,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/46/67/0000464667_03.jpg",1662037200
"D. Walker",20212227,26009,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/46/64/0000464664_03.jpg",1662037200
"G. Yabusele",30001112,26716,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/77/51/0000467751_03.jpg",1662040800
"G. Yabusele",30001112,26020,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/77/41/0000467741_03.jpg",1662037200
"R. Guerrero",20210707,26471,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/48/26/0000464826_03.jpg",1662037200
"R. Guerrero",20210707,25997,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/48/17/0000464817_03.jpg",1662037200
"F. Causeur",20210224,25667,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/77/10/0000467710_03.jpg",1662037200
"F. Causeur",20210224,26719,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/77/21/0000467721_03.jpg",1662037200
"G. Deck",20212952,25913,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/77/28/0000467728_03.jpg",1662037200
"G. Deck",20212952,26718,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/77/36/0000467736_03.jpg",1662037200
"W. Tavares",20209407,26687,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/79/14/0000467914_03.jpg",1662037200
"W. Tavares",20209407,26686,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/79/23/0000467923_03.jpg",1662037200
"S. Rodríguez",20201730,26691,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/78/85/0000467885_03.jpg",1662037200
"S. Rodríguez",20201730,26690,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/78/74/0000467874_03.jpg",1662037200
"D. Bender",30002021,26478,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/46/85/0000464685_03.jpg",1662037200
"D. Bender",30002021,26479,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/46/77/0000464677_03.jpg",1662037200
"L. Westermann",30000915,26474,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/47/56/0000464756_03.jpg",1662037200
"L. Westermann",30000915,27025,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/47/38/0000464738_03.jpg",1662037200
"M. Paige",30001888,26472,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/47/75/0000464775_03.jpg",1662037200
"M. Paige",30001888,26473,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/47/55/0000464755_03.jpg",1662037200
"V. Poirier",20212416,26688,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/79/09/0000467909_03.jpg",1662037200
"V. Poirier",20212416,26015,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/78/92/0000467892_03.jpg",1662037200
"P. Scrubb",30000058,26470,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/48/11/0000464811_03.jpg",1662037200
"P. Scrubb",30000058,26049,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/48/00/0000464800_03.jpg",1662037200
"M. Blazevic",30001998,26477,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/47/87/0000464787_03.jpg",1662037200
"M. Blazevic",30001998,26476,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/47/78/0000464778_03.jpg",1662037200
"S. Llull",20201774,26714,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/78/65/0000467865_03.jpg",1662037200
"S. Llull",20201774,26018,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/78/57/0000467857_03.jpg",1662040800
"Á. Muñoz",20200282,25745,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/46/48/0000464648_03.jpg",1662037200
"Á. Muñoz",20200282,26484,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/46/52/0000464652_03.jpg",1662037200
"D. Musa",30001170,26683,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/76/61/0000467661_03.jpg",1662037200
"D. Musa",30001170,26682,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/76/75/0000467675_03.jpg",1662037200
"P. Cornelie",30001953,26713,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/78/32/0000467832_03.jpg",1662037200
"P. Cornelie",30001953,26712,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/78/19/0000467819_03.jpg",1662037200
"A. Suárez",20204146,25676,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/46/34/0000464634_03.jpg",1662037200
"A. Suárez",20204146,26485,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/46/36/0000464636_03.jpg",1662037200
"M. Hezonja",20210501,26685,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/77/96/0000467796_03.jpg",1662037200
"M. Hezonja",20210501,26684,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/77/84/0000467784_03.jpg",1662040800
"T. Scrubb",30001166,26152,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/48/39/0000464839_03.jpg",1662037200
"T. Scrubb",30001166,26469,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/48/54/0000464854_03.jpg",1662037200
"E. Vicedo",20209139,26259,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/46/94/0000464694_03.jpg",1662037200
"E. Vicedo",20209139,26483,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/47/08/0000464708_03.jpg",1662037200
"F. Zurbriggen",30001167,26154,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/47/16/0000464716_03.jpg",1662037200
"F. Zurbriggen",30001167,26481,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/47/24/0000464724_03.jpg",1662037200
"E. Ndiaye",30001229,26089,5,"foto_de_cara","https://static.acb.com/img/www/jugadores2022/NdiayeCara.jpg",1630450800
"E. Ndiaye",30001229,26655,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/37/51/89/0000375189_03.jpg",1662037200
"H. González",20213252,27075,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/34/64/0000473464_03.jpg",1664629200
"L. Maye",30001213,26013,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/68/34/0000466834_03.jpg",1630900800
"L. Maye",30001213,26640,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/68/44/0000466844_03.jpg",1662037200
"J. Vaulet",30000025,26976,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/84/37/0000468437_03.jpg",1663246800
"J. Vaulet",30000025,25892,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/84/33/0000468433_03.jpg",1642212000
"D. Pérez",20203826,25779,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/83/58/0000468358_03.jpg",1663246800
"D. Pérez",20203826,26993,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/83/67/0000468367_03.jpg",1663246800
"G. Bortolani",30002025,26971,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/83/89/0000468389_03.jpg",1662037200
"G. Bortolani",30002025,26989,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/83/95/0000468395_03.jpg",1663246800
"J. Hamilton",20211648,26921,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/84/52/0000468452_03.jpg",1662037200
"J. Hamilton",20211648,26922,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/84/44/0000468444_03.jpg",1662037200
"T. Bropleh",30001994,26651,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/69/11/0000466911_03.jpg",1662037200
"T. Bropleh",30001994,26637,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/69/26/0000466926_03.jpg",1662037200
"C. Felicio",30002033,26650,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/67/41/0000466741_03.jpg",1662037200
"C. Felicio",30002033,26639,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/67/47/0000466747_03.jpg",1662037200
"J. Harding",30002017,26918,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/84/30/0000468430_03.jpg",1662037200
"J. Harding",30002017,26987,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/84/17/0000468417_03.jpg",1663246800
"A. Renfroe",20210271,26646,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/67/20/0000466720_03.jpg",1662037200
"A. Renfroe",20210271,25648,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/67/05/0000466705_03.jpg",1662037200
"P. Tomàs",20203675,26642,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/68/86/0000466886_03.jpg",1662037200
"P. Tomàs",20203675,26652,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/68/75/0000466875_03.jpg",1662037200
"T. Pérez",30000053,26991,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/85/11/0000468511_03.jpg",1663246800
"T. Pérez",30000053,25874,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/85/04/0000468504_03.jpg",1663246800
"D. García",30000015,25772,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/83/48/0000468348_03.jpg",1663246800
"D. García",30000015,26983,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/83/52/0000468352_03.jpg",1663246800
"M. Lee",30002024,26997,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/84/83/0000468483_03.jpg",1663246800
"M. Lee",30002024,26994,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/84/78/0000468478_03.jpg",1663246800
"P. Niang",20209240,27014,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/68/50/0000466850_03.jpg",1663246800
"P. Niang",20209240,26643,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/68/57/0000466857_03.jpg",1662037200
"B. Badio",30000107,25930,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/83/36/0000468336_03.jpg",1663246800
"B. Badio",30000107,26980,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/83/39/0000468339_03.jpg",1663246800
"C. Díaz",20208873,26645,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/67/37/0000466737_03.jpg",1662037200
"C. Díaz",20208873,27015,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/67/24/0000466724_03.jpg",1663246800
"L. Costa",20209470,27017,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/68/16/0000466816_03.jpg",1663246800
"L. Costa",20209470,26648,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/68/22/0000466822_03.jpg",1662037200
"E. Valtonen",30001214,26007,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/83/70/0000468370_03.jpg",1663246800
"E. Valtonen",30001214,26978,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/83/78/0000468378_03.jpg",1663246800
"P. Ali",30002113,27077,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/47/34/74/0000473474_03.jpg",1664197200
"P. Ali",30002113,27076,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/34/72/0000473472_03.jpg",1664197200
"M. Steinbergs",30000133,26006,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/84/65/0000468465_03.jpg",1663246800
"M. Steinbergs",30000133,26986,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/84/76/0000468476_03.jpg",1663250400
"J. Diaz",20210493,26644,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/68/11/0000466811_03.jpg",1662037200
"J. Diaz",20210493,27024,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/67/97/0000466797_03.jpg",1663246800
"D. Iriarte",20210716,27062,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/67/66/0000466766_03.jpg",1663246800
"D. Iriarte",20210716,26647,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/67/75/0000466775_03.jpg",1662037200
"M. Huertas",20201760,26656,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/70/37/0000467037_03.jpg",1662037200
"M. Huertas",20201760,25951,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/70/26/0000467026_03.jpg",1662037200
"J. Franch",20203795,26669,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/71/18/0000467118_03.jpg",1662037200
"J. Franch",20203795,26670,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/71/13/0000467113_03.jpg",1662037200
"E. Vila",20211456,26662,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/70/87/0000467087_03.jpg",1662037200
"E. Vila",20211456,26668,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/70/83/0000467083_03.jpg",1662037200
"K. Taylor",30001981,26663,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/71/40/0000467140_03.jpg",1662037200
"K. Taylor",30001981,26664,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/71/29/0000467129_03.jpg",1662037200
"E. Cook",30001916,26292,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/32/64/0000463264_03.jpg",1662037200
"E. Cook",30001916,26293,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/32/72/0000463272_03.jpg",1662037200
"A. Doornekamp",20212189,26342,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/32/38/0000463238_03.jpg",1662037200
"A. Doornekamp",20212189,25780,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/32/34/0000463234_03.jpg",1662037200
"S. Salin",20211597,26609,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/61/84/0000466184_03.jpg",1662037200
"S. Salin",20211597,25792,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/61/77/0000466177_03.jpg",1662037200
"D. Miletic",30002022,26673,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/70/65/0000467065_03.jpg",1662037200
"D. Miletic",30002022,26674,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/70/71/0000467071_03.jpg",1662037200
"M. Gasol",20201682,27008,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/98/26/0000469826_03.jpg",1662037200
"M. Gasol",20201682,27030,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/98/30/0000469830_03.jpg",1662037200
"M. Diagné",20210278,26337,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/33/45/0000463345_03.jpg",1662037200
"M. Diagné",20210278,25844,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/33/39/0000463339_03.jpg",1662037200
"T. Abromaitis",20211625,25743,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/33/69/0000463369_03.jpg",1662037200
"T. Abromaitis",20211625,26290,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/33/72/0000463372_03.jpg",1662037200
"B. Fitipaldo",20212972,25794,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/32/47/0000463247_03.jpg",1662037200
"B. Fitipaldo",20212972,26341,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/32/53/0000463253_03.jpg",1662037200
"A. Bursac",30002112,27001,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/98/39/0000469839_03.jpg",1662037200
"M. Fjellerup",30001997,26672,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/71/68/0000467168_03.jpg",1662037200
"M. Fjellerup",30001997,26671,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/71/59/0000467159_03.jpg",1662037200
"Q. Colom",20202077,26660,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/72/40/0000467240_03.jpg",1662037200
"Q. Colom",20202077,26665,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/72/23/0000467223_03.jpg",1662037200
"I. Cruz",20204153,26209,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/33/07/0000463307_03.jpg",1662037200
"I. Cruz",20204153,26339,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/33/12/0000463312_03.jpg",1662037200
"J. Sastre",20203882,25789,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/33/24/0000463324_03.jpg",1662037200
"J. Sastre",20203882,26338,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/33/26/0000463326_03.jpg",1662037200
"J. Fernández",20204124,25730,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/70/07/0000467007_03.jpg",1662037200
"J. Fernández",20204124,26657,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/70/14/0000467014_03.jpg",1662037200
"R. Prkacin",30001980,26659,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/72/51/0000467251_03.jpg",1662037200
"R. Prkacin",30001980,26667,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/72/41/0000467241_03.jpg",1662037200
"P. Garino",20212455,26666,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/71/91/0000467191_03.jpg",1662037200
"P. Garino",20212455,26661,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/71/96/0000467196_03.jpg",1662037200
"O. Hanzlik",30000112,26678,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/71/76/0000467176_03.jpg",1662037200
"O. Hanzlik",30000112,26677,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/71/85/0000467185_03.jpg",1662037200
"P. Figueras",20210139,26680,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/72/08/0000467208_03.jpg",1662044400
"P. Figueras",20210139,26679,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/72/13/0000467213_03.jpg",1662037200
"F. Ferrari",30000022,26461,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/44/10/0000464410_03.jpg",1662037200
"F. Ferrari",30000022,26445,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/44/17/0000464417_03.jpg",1662037200
"C. Mekowulu",30001853,26460,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/43/63/0000464363_03.jpg",1662037200
"C. Mekowulu",30001853,26448,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/43/83/0000464383_03.jpg",1662037200
"N. Radovic",20211263,26620,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/65/54/0000466554_03.jpg",1662037200
"N. Radovic",20211263,26096,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/65/50/0000466550_03.jpg",1662037200
"B. Simanic",20210197,26456,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/43/47/0000464347_03.jpg",1662037200
"B. Simanic",20210197,26449,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/43/59/0000464359_03.jpg",1662037200
"A. Pustovyi",20211643,26616,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/64/47/0000466447_03.jpg",1662037200
"A. Pustovyi",20211643,26196,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/64/44/0000466444_03.jpg",1662037200
"T. McFadden",20212959,26617,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/66/20/0000466620_03.jpg",1662037200
"T. McFadden",20212959,25684,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/66/08/0000466608_03.jpg",1662037200
"J. Davis",30000021,26619,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/65/23/0000466523_03.jpg",1662037200
"J. Davis",30000021,26093,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/65/12/0000466512_03.jpg",1662037200
"T. Bellas",20204053,25654,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/66/24/0000466624_03.jpg",1662037200
"T. Bellas",20204053,26621,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/66/29/0000466629_03.jpg",1662037200
"J. Jessup",30001999,26458,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/44/77/0000464477_03.jpg",1662037200
"J. Jessup",30001999,26443,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/44/82/0000464482_03.jpg",1662037200
"H. Sant-Roos",30002036,26453,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/44/25/0000464425_03.jpg",1662037200
"H. Sant-Roos",30002036,26446,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/44/30/0000464430_03.jpg",1662037200
"S. Yusta",20210918,26462,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/45/75/0000464575_03.jpg",1662037200
"S. Yusta",20210918,26439,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/45/85/0000464585_03.jpg",1662044400
"T. Trice",30001879,26636,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/66/42/0000466642_03.jpg",1662037200
"T. Trice",30001879,26613,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/66/48/0000466648_03.jpg",1662040800
"T. Hlinason",20212461,26463,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/46/02/0000464602_03.jpg",1662037200
"T. Hlinason",20212461,26438,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/46/12/0000464612_03.jpg",1662037200
"R. Lomazs",30002003,26440,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/45/70/0000464570_03.jpg",1662037200
"R. Lomazs",30002003,26455,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/45/63/0000464563_03.jpg",1662037200
"M. Ponitka",30002004,26441,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/45/34/0000464534_03.jpg",1662037200
"M. Ponitka",30002004,26454,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/45/29/0000464529_03.jpg",1662037200
"D. Radoncic",20211609,26452,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/43/95/0000464395_03.jpg",1662037200
"D. Radoncic",20211609,25884,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/43/90/0000464390_03.jpg",1625112000
"D. Jelinek",20203834,25753,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/64/63/0000466463_03.jpg",1662037200
"D. Jelinek",20203834,26622,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/64/73/0000466473_03.jpg",1662037200
"J. Sakho",20212244,26618,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/65/41/0000466541_03.jpg",1662037200
"J. Sakho",20212244,25657,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/65/28/0000466528_03.jpg",1662037200
"J. Anderson",30001896,26614,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/65/00/0000466500_03.jpg",1662037200
"J. Anderson",30001896,26654,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/64/96/0000466496_03.jpg",1662037200
"R. Luther",30001898,26653,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/65/72/0000466572_03.jpg",1662037200
"R. Luther",30001898,26615,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/65/79/0000466579_03.jpg",1662037200
"I. Diop",20209890,26191,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/64/83/0000466483_03.jpg",1662037200
"I. Diop",20209890,26624,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/64/92/0000466492_03.jpg",1662037200
"A. Ventura",20200247,25845,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/51/73/0000465173_03.jpg",1625112000
"A. Ventura",20200247,26584,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/51/82/0000465182_03.jpg",1662037200
"W. Howard",30002043,26568,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/53/59/0000465359_03.jpg",1662037200
"W. Howard",30002043,26569,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/53/42/0000465342_03.jpg",1662037200
"J. Webb",30000954,26094,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/89/30/0000468930_03.jpg",1662037200
"J. Webb",30000954,26966,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/89/35/0000468935_03.jpg",1662037200
"F. Guerra",20209934,25880,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/32/88/0000463288_03.jpg",1662037200
"F. Guerra",20209934,26340,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/32/93/0000463293_03.jpg",1662037200
"M. Sagnia",30000645,25635,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/47/79/75/0000477975_03.jpg",1662044400
"U. Klavzar",30001089,26077,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/66/58/0000466658_03.jpg",1662044400
"U. Klavzar",30001089,26625,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/66/67/0000466667_03.jpg",1662037200
"M. Nguirane",20209229,26457,5,"foto_de_cara","https://static.acb.com/media/PRO/00/00/46/45/11/0000464511_03.jpg",1662037200
"M. Nguirane",20209229,26442,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/45/18/0000464518_03.jpg",1662037200
"C. Higgins",30000020,26358,1,"foto_cuerpo","https://static.acb.com/media/PRO/00/00/46/40/12/0000464012_03.jpg",1662037200
"C. Higgins",30000020,27124,4,"foto_juego","https://static.acb.com/media/PRO/00/00/47/76/77/0000477677_03.jpg",1662037200
