period,id_match,team_team_abbrev_name,loc_vis,license_licenseNick,type_normalized_description,minute,second,score_local,score_visitor
4,103789,JOV,FALSE,Tomic,Substitution - Out,10,0,68,57
4,103789,JOV,FALSE,Ribas,Substitution - Out,10,0,68,57
4,103789,JOV,FALSE,Brodziansky,Substitution - In,10,0,68,57
4,103789,JOV,FALSE,Onuaku,Substitution - In,10,0,68,57
4,103789,JOV,FALSE,Andrews,Substitution - In,10,0,68,57
4,103789,JOV,FALSE,Onuaku,2-Point Shot Missed,9,38,68,57
4,103789,BAR,TRUE,Parra,Defensive Rebound,9,38,68,57
4,103789,JOV,FALSE,Feliz,Foul No FT,9,36,68,57
4,103789,BAR,TRUE,Parra,Foul Received,9,36,68,57
4,103789,BAR,TRUE,Hernangómez,2-Point Shot Made,9,14,70,57
4,103789,JOV,FALSE,Thomas,Foul 1FT,9,14,70,57
4,103789,BAR,TRUE,Hernangómez,Foul Received,9,14,70,57
4,103789,BAR,TRUE,Hernangómez,Free Throw Made,9,14,71,57
4,103789,JOV,FALSE,Brodziansky,3-Point Shot Missed,9,13,71,57
4,103789,JOV,FALSE,Thomas,Offensive Rebound,9,13,71,57
4,103789,JOV,FALSE,Andrews,2-Point Shot Made,8,45,71,59
4,103789,BAR,TRUE,Hernangómez,Turnover,8,45,71,59
4,103789,JOV,FALSE,Andrews,Turnover,8,45,71,59
4,103789,JOV,FALSE,Brodziansky,Foul No FT,8,24,71,59
4,103789,BAR,TRUE,Hernangómez,Foul Received,8,24,71,59
4,103789,BAR,TRUE,Brizuela,Turnover,8,14,71,59
4,103789,JOV,FALSE,Feliz,Steal,8,14,71,59
4,103789,BAR,TRUE,Brizuela,Foul No FT,8,14,71,59
4,103789,JOV,FALSE,Feliz,Foul Received,8,14,71,59
4,103789,JOV,FALSE,Brodziansky,2-Point Shot Missed,7,56,71,59
4,103789,JOV,FALSE,Feliz,Offensive Rebound,7,56,71,59
4,103789,JOV,FALSE,Feliz,2-Point Shot Missed,7,56,71,59
4,103789,JOV,FALSE,Brodziansky,Offensive Rebound,7,56,71,59
4,103789,JOV,FALSE,Brodziansky,2-Point Shot Missed,7,56,71,59
4,103789,BAR,TRUE,Abrines,Defensive Rebound,7,56,71,59
4,103789,BAR,TRUE,Abrines,3-Point Shot Made,7,36,74,59
4,103789,BAR,TRUE,Parra,Assist 3-Point Shot,7,36,74,59
4,103789,JOV,FALSE,Andrews,2-Point Shot Made,7,28,74,61
4,103789,BAR,TRUE,Hernangómez,Turnover,6,59,74,61
4,103789,JOV,FALSE,Onuaku,Steal,6,59,74,61
4,103789,BAR,TRUE,Brizuela,Foul 2FT,6,57,74,61
4,103789,JOV,FALSE,Andrews,Foul Received,6,57,74,61
4,103789,JOV,FALSE,Onuaku,Assist Foul Received,6,57,74,61
4,103789,JOV,FALSE,Feliz,Substitution - Out,6,57,74,61
4,103789,JOV,FALSE,Vives,Substitution - In,6,57,74,61
4,103789,JOV,FALSE,Andrews,Free Throw Made,6,57,74,62
4,103789,JOV,FALSE,Andrews,Free Throw Made,6,57,74,63
4,103789,BAR,TRUE,Brizuela,2-Point Shot Missed,6,36,74,63
4,103789,BAR,TRUE,Hernangómez,Foul No FT,6,36,74,63
4,103789,JOV,FALSE,Brodziansky,Foul Received,6,36,74,63
4,103789,BAR,TRUE,Hernangómez,Substitution - Out,6,36,74,63
4,103789,BAR,TRUE,Brizuela,Substitution - Out,6,36,74,63
4,103789,BAR,TRUE,Vesely,Substitution - In,6,36,74,63
4,103789,BAR,TRUE,Laprovittola,Substitution - In,6,36,74,63
4,103789,JOV,FALSE,Thomas,2-Point Shot Missed,6,19,74,63
4,103789,JOV,FALSE,Andrews,Offensive Rebound,6,19,74,63
4,103789,JOV,FALSE,Andrews,2-Point Shot Missed,6,16,74,63
4,103789,BAR,TRUE,NA,Defensive Rebound,6,16,74,63
4,103789,BAR,TRUE,Satoransky,3-Point Shot Missed,5,58,74,63
4,103789,JOV,FALSE,Onuaku,Defensive Rebound,5,58,74,63
4,103789,JOV,FALSE,Onuaku,Turnover,5,39,74,63
4,103789,BAR,TRUE,Satoransky,Steal,5,39,74,63
4,103789,BAR,TRUE,Laprovittola,3-Point Shot Made,5,35,77,63
4,103789,BAR,TRUE,Parra,Assist 3-Point Shot,5,35,77,63
4,103789,JOV,FALSE,NA,Timeout,5,35,77,63
4,103789,BAR,TRUE,Parra,Substitution - Out,5,35,77,63
4,103789,BAR,TRUE,Parker,Substitution - In,5,35,77,63
4,103789,JOV,FALSE,Thomas,Substitution - Out,5,35,77,63
4,103789,JOV,FALSE,Feliz,Substitution - In,5,35,77,63
4,103789,JOV,FALSE,Vives,3-Point Shot Made,5,18,77,66
4,103789,JOV,FALSE,Feliz,Assist 3-Point Shot,5,18,77,66
4,103789,JOV,FALSE,Onuaku,Foul No FT,5,9,77,66
4,103789,BAR,TRUE,Vesely,Foul Received,5,9,77,66
4,103789,BAR,TRUE,Parker,Dunk,4,52,79,66
4,103789,BAR,TRUE,Abrines,Assist 2-Point Shot,4,52,79,66
4,103789,JOV,FALSE,Onuaku,2-Point Shot Made,4,33,79,68
4,103789,JOV,FALSE,Andrews,Assist 2-Point Shot,4,33,79,68
4,103789,BAR,TRUE,Laprovittola,2-Point Shot Made,4,15,81,68
4,103789,BAR,TRUE,Vesely,Assist 2-Point Shot,4,15,81,68
4,103789,JOV,FALSE,Onuaku,Dunk,3,51,81,70
4,103789,JOV,FALSE,Brodziansky,Assist 2-Point Shot,3,51,81,70
4,103789,BAR,TRUE,Vesely,Turnover,3,35,81,70
4,103789,JOV,FALSE,Vives,Steal,3,35,81,70
4,103789,JOV,FALSE,Onuaku,2-Point Shot Missed,3,16,81,70
4,103789,BAR,TRUE,Vesely,Defensive Rebound,3,16,81,70
4,103789,BAR,TRUE,Satoransky,Turnover,3,9,81,70
4,103789,JOV,FALSE,Feliz,Steal,3,9,81,70
4,103789,JOV,FALSE,Feliz,2-Point Shot Made,3,8,81,72
4,103789,BAR,TRUE,NA,Timeout,3,8,81,72
4,103789,BAR,TRUE,Abrines,Substitution - Out,3,8,81,72
4,103789,BAR,TRUE,Kalinic,Substitution - In,3,8,81,72
4,103789,BAR,TRUE,Parker,3-Point Shot Made,2,48,84,72
4,103789,BAR,TRUE,Vesely,Assist 3-Point Shot,2,48,84,72
4,103789,BAR,TRUE,Vesely,Foul 2FT,2,31,84,72
4,103789,JOV,FALSE,Brodziansky,Foul Received,2,31,84,72
4,103789,JOV,FALSE,Andrews,Assist Foul Received,2,31,84,72
4,103789,JOV,FALSE,Brodziansky,Free Throw Made,2,31,84,73
4,103789,JOV,FALSE,Brodziansky,Free Throw Made,2,31,84,74
4,103789,JOV,FALSE,Onuaku,Foul 2FT,2,13,84,74
4,103789,BAR,TRUE,Satoransky,Foul Received,2,13,84,74
4,103789,BAR,TRUE,Satoransky,Free Throw Made,2,13,85,74
4,103789,BAR,TRUE,Satoransky,Free Throw Missed,2,13,85,74
4,103789,JOV,FALSE,Andrews,Defensive Rebound,2,13,85,74
4,103789,BAR,TRUE,Satoransky,Foul 2FT,2,7,85,74
4,103789,JOV,FALSE,Andrews,Foul Received,2,7,85,74
4,103789,JOV,FALSE,Onuaku,Substitution - Out,2,7,85,74
4,103789,JOV,FALSE,Thomas,Substitution - In,2,7,85,74
4,103789,JOV,FALSE,Andrews,Free Throw Made,2,7,85,75
4,103789,JOV,FALSE,Andrews,Free Throw Made,2,7,85,76
4,103789,BAR,TRUE,Parker,3-Point Shot Made,1,45,88,76
4,103789,BAR,TRUE,Laprovittola,Assist 3-Point Shot,1,45,88,76
4,103789,JOV,FALSE,Thomas,2-Point Shot Made,1,35,88,78
4,103789,BAR,TRUE,Kalinic,3-Point Shot Made,1,17,91,78
4,103789,BAR,TRUE,Laprovittola,Assist 3-Point Shot,1,17,91,78
4,103789,JOV,FALSE,Andrews,Turnover,1,0,91,78
4,103789,BAR,TRUE,Kalinic,Steal,1,0,91,78
4,103789,BAR,TRUE,Laprovittola,2-Point Shot Made,1,0,93,78
4,103789,BAR,TRUE,Kalinic,Assist 2-Point Shot,1,0,93,78
4,103789,JOV,FALSE,NA,Timeout,1,0,93,78
4,103789,JOV,FALSE,Vives,3-Point Shot Missed,0,43,93,78
4,103789,BAR,TRUE,Vesely,Defensive Rebound,0,43,93,78
4,103789,BAR,TRUE,Laprovittola,2-Point Shot Missed,0,27,93,78
4,103789,JOV,FALSE,Brodziansky,Defensive Rebound,0,27,93,78
4,103789,BAR,TRUE,Parker,Foul 2FT,0,18,93,78
4,103789,JOV,FALSE,Thomas,Foul Received,0,18,93,78
4,103789,JOV,FALSE,Thomas,Free Throw Made,0,18,93,79
4,103789,JOV,FALSE,Thomas,Free Throw Missed,0,18,93,79
4,103789,BAR,TRUE,Parker,Defensive Rebound,0,18,93,79
4,103789,BAR,TRUE,Parker,2-Point Shot Made,0,0,95,79
4,103789,BAR,TRUE,Satoransky,Assist 2-Point Shot,0,0,95,79
4,103789,NA,FALSE,NA,NA,0,0,95,79
4,103789,NA,FALSE,NA,End of the Quarter,0,0,95,79
4,103789,NA,FALSE,NA,End of the Game,0,0,95,79
