"","jugador","jug","eq","broker","media_sm","media","ef","rent","reg","jornada","val","j1","j2","j3","j4","j5","j6","j7"
"1394","John Shurna","J. Shurna","GCA",722857,9.1,9.1,1,0.6,1.4,"j6",1,NA,15,4.8,NA,NA,NA,NA
"1395","Jan Vesely","J. Vesely","BAR",627778,9,9,2.2,0.7,1.3,"j6",3.6,NA,20.4,10.8,13.2,0,NA,NA
"1396","Tyson Carter","T. Carter","UNI",4e+05,9,9,13,1.1,1.2,"j6",NA,NA,7.2,-1,21.6,13,NA,NA
"1397","Prince Ali","P. Ali","COV",440000,8.9,8.9,12.2,1,1,"j6",16.8,NA,-3,3.6,7.2,5,NA,NA
"1398","Steven Enoch","S. Enoch","BKN",466512,8.9,8.9,0,1,2.2,"j6",NA,NA,13,NA,NA,NA,NA,NA
"1399","Marcus Lee","M. Lee","BAX",442857,8.8,8.8,3.5,1,1.4,"j6",9,NA,12,11,14,-5,NA,NA
"1400","Bruno Fitipaldo","B. Fitipaldo","LNT",336667,8.7,8.7,5.8,1.3,1.3,"j6",10.8,NA,18,4.8,4.8,-2,NA,NA
"1401","Musa Sagnia","M. Sagnia","BAX",289134,10.3,8.5,8.4,1.8,1.1,"j6",1,NA,NA,NA,10,20,NA,NA
"1402","Santi Yusta","S. Yusta","CAZ",487778,8.5,8.5,6.6,0.9,1.9,"j6",5,NA,6,6,18,9,NA,NA
"1403","Marek Blazevic","M. Blazevic","MOB",285903,8.4,8.4,1.7,1.5,1.2,"j6",-1,NA,11,20.4,2,6,NA,NA
"1404","Nikola Radicevic","N. Radicevic","SBB",368333,8.4,8.4,0,1.1,3.1,"j6",NA,NA,4.8,12,7,NA,NA,NA
"1405","Oscar Da Silva","O. Da Silva","BAR",587778,8.3,8.3,6.9,0.7,1.8,"j6",6,NA,7.2,7.2,18,8.4,NA,NA
"1406","Moussa Diagne","M. Diagne","LNT",362222,8.3,8.3,13.3,1.1,1.4,"j6",19.2,NA,12,2.4,2.4,4,NA,NA
"1407","Melvin Ejim","M. Ejim","UNI",382813,8.3,8.3,17.9,1.1,0.8,"j6",30,NA,6,8,3.6,-1,NA,NA
"1408","Denzel Andersson","D. Andersson","SBB",405556,8.2,8.2,4.9,1,1.6,"j6",-1,NA,8.4,12,11,14,NA,NA
"1409","Tim Abromaitis","T. Abromaitis","LNT",388889,8.1,8.1,5.2,1,2.1,"j6",6,NA,10.8,9.6,3.6,4,NA,NA
"1410","Maik Kotsar","M. Kotsar","BKN",570176,8,8,12.8,0.7,1.5,"j6",15.6,NA,5,6,13.2,8.4,NA,NA
"1411","Sergi García","S. García","BRE",397778,7.9,7.9,3.8,1,1.7,"j6",2.4,NA,10.8,2,12,6,NA,NA
"1412","Rubén Guerrero","R. Guerrero","MOB",302222,7.9,7.9,15,1.3,1.4,"j6",17,NA,1,1.2,9,12,NA,NA
"1413","James Nnaji","J. Nnaji","BAR",266002,7.8,7.8,5,1.5,1.2,"j6",-1,NA,3.6,14.4,NA,14.4,NA,NA
"1414","Justinian Jessup","J. Jessup","CAZ",595677,7.8,7.8,5.7,0.7,2.2,"j6",8,NA,9,6,14,2,NA,NA
"1415","Vanja Marinkovic","V. Marinkovic","BKN",331250,7.8,7.8,9.4,1.2,1.1,"j6",18,NA,11,5,4.8,-4,NA,NA
"1416","Oriol Paulí","O. Paulí","BAR",352222,7.8,7.8,9.5,1.1,1.4,"j6",4.8,NA,8.4,12,4.8,16.8,NA,NA
"1417","David Walker","D. Walker","MOB",312222,7.8,7.8,10.7,1.2,1.5,"j6",15,NA,0,9.6,6,4,NA,NA
"1418","Giordano Bortolani","G. Bortolani","BAX",342857,7.7,7.7,5.4,1.1,2.7,"j6",5,NA,12,10,9,6,NA,NA
"1419","Jarrod Jones","J. Jones","JOV",317810,7.7,7.7,9.7,1.2,2.5,"j6",12,NA,0,0,5,6,NA,NA
"1420","Pere Tomàs","P. Tomàs","COV",278889,7.7,7.7,2.3,1.4,1.2,"j6",-2,NA,3,13.2,16.8,9,NA,NA
"1421","Petr Cornelie","P. Cornelie","RMB",313750,7.6,7.6,13.7,1.2,1.4,"j6",18,NA,4.8,NA,3.6,7,NA,NA
"1422","Justus Hollatz","J. Hollatz","BRE",322222,7.5,7.5,13.7,1.2,1.6,"j6",15.6,NA,1.2,5,4,10.8,NA,NA
"1423","Andrew Albicy","A. Albicy","GCA",427500,7.4,7.4,6.1,0.9,1.2,"j6",0,NA,0,9.6,NA,15.6,NA,NA
"1424","James Anderson","J. Anderson","UCM",381372,7.4,7.4,0,1,2.2,"j6",NA,NA,10.8,NA,NA,NA,NA,NA
"1425","Will Thomas","W. Thomas","UNI",302222,7.3,7.3,10.8,1.2,2,"j6",13.2,NA,10.8,6,3.6,7,NA,NA
"1426","Francis Alonso","F. Alonso","SBB",358889,7.2,7.2,5.5,1,0.9,"j6",9,NA,3.6,12,-3,0,NA,NA
"1427","Eric Vila","E. Vila","GIR",265556,7.1,7.1,12.6,1.3,1.4,"j6",16.8,NA,4,10,0,6,NA,NA
"1428","Volodymyr Gerun","V. Gerun","BET",390000,7.1,7.1,4.5,0.9,1.6,"j6",1,NA,5,3.6,9,10,NA,NA
"1429","Adam Smith","A. Smith","SBB",394444,7,7,0,0.9,0.6,"j6",-2,NA,30,-3,1,3,NA,NA
"1430","Jeremiah Hill","J. Hill","BET",397778,6.9,6.9,9.2,0.9,0.8,"j6",17,NA,19,3.6,0,-3,NA,NA
"1431","Emir Sulejmanovic","E. Sulejmanovic","SBB",345556,6.9,6.9,9.6,1,1.5,"j6",10,NA,1.2,14.4,2,9,NA,NA
"1432","Sam Van Rossom","S. Van Rossom","VBC",315913,6.9,6.9,16.8,1.1,1,"j6",NA,NA,2.4,0,2,16.8,NA,NA
"1433","David Kravish","D. Kravish","UNI",448889,6.9,6.9,7.9,0.8,5.7,"j6",8.4,NA,4.8,8,6,7,NA,NA
"1434","Marko Lukovic","M. Lukovic","BRE",336375,6.8,6.8,10.8,1,2.4,"j6",NA,NA,7.2,2,7,10.8,NA,NA
"1435","Dino Radoncic","D. Radoncic","CAZ",391111,6.8,6.8,13.6,0.9,0.9,"j6",12,NA,5,-7,11,16,NA,NA
"1436","Kendrick Perry","K. Perry","UNI",365196,6.8,6.8,13.6,0.9,0.9,"j6",20.4,NA,3.6,-4,9.6,3,NA,NA
"1437","Darío Brizuela","D. Brizuela","UNI",324444,6.7,6.7,7.4,1,1.2,"j6",10.8,NA,0,17,3.6,2,NA,NA
"1438","Justin Hamilton","J. Hamilton","BAX",403750,6.7,6.7,0,0.8,0.8,"j6",NA,NA,18,1,NA,NA,NA,NA
"1439","Xavi Rabaseda","X. Rabaseda","SBB",374444,6.6,6.6,7.5,0.9,1.5,"j6",11,NA,1.2,3.6,10,2,NA,NA
"1440","Leo Westermann","L. Westermann","MOB",379500,6.6,6.6,2,0.9,1.8,"j6",NA,NA,7,13.2,6,2,NA,NA
"1441","Marcel Ponitka","M. Ponitka","CAZ",370300,6.3,6.3,5,0.9,4.2,"j6",5,NA,7,7,9,5,NA,NA
"1442","Brancou Badio","B. Badio","BAX",280000,6.3,6.3,7.1,1.1,1,"j6",2,NA,10.8,3,-3,15,NA,NA
"1443","Tyler Kalinoski","T. Kalinoski","UNI",278875,6.3,6.3,12.3,1.1,1.4,"j6",14.4,NA,1.2,2,6,9,NA,NA
"1444","Xabi López-Arostegui","X. López-Arostegui","VBC",350353,6.2,6.2,7.1,0.9,1.9,"j6",4,NA,2.4,4,9,12,NA,NA
"1445","Khalifa Diop","K. Diop","GCA",302222,6.1,6.1,5.8,1,1.7,"j6",8,NA,8,0,8.4,2.4,NA,NA
"1446","Víctor Arteaga","V. Arteaga","BRE",262483,6.1,6.1,11.8,1.2,0.7,"j6",4.8,NA,10.8,1,1,22.8,NA,NA
"1447","Aday Mara","A. Mara","CAZ",289134,6,6,3.8,1,2,"j6",3,NA,NA,NA,10,5,NA,NA
"1448","Dani Pérez","D. Pérez","BAX",298889,5.8,5.8,6.4,1,2,"j6",6,NA,10.8,4,6,7,NA,NA
"1449","Patricio Garino","P. Garino","GIR",159983,5.7,5.7,13.8,1.8,0.7,"j6",9.6,NA,-2,5,0,20.4,NA,NA
"1450","Fran Guerra","F. Guerra","LNT",309135,5.5,5.5,-1,0.9,0.8,"j6",-1,NA,NA,NA,NA,NA,NA,NA
"1451","Georgios Tsalmpouris","G. Tsalmpouris","BET",418241,5.5,5.5,4,0.7,1.3,"j6",6,NA,-1,12,7,1,NA,NA
"1452","Máximo Fjellerup","M. Fjellerup","GIR",280313,5.5,5.5,6.9,1,0.6,"j6",-4,NA,6,-1,5,24,NA,NA
"1453","Marcus Paige","M. Paige","MOB",193899,5.5,5.5,0,1.4,0.8,"j6",NA,NA,-4,8.4,NA,NA,NA,NA
"1454","Iván Cruz","I. Cruz","LNT",314755,5.4,5.4,0.8,0.9,0.8,"j6",0,NA,15.6,13.2,-1,2,NA,NA
"1455","Arturs Kurucs","A. Kurucs","BKN",300643,5.3,5.3,1.8,0.9,0.7,"j6",-4,NA,4,-3,7.2,10.8,NA,NA
"1456","Víctor Claver","V. Claver","VBC",226313,5.2,5.2,5.9,1.1,0.8,"j6",-1,NA,4.8,2,-1,16.8,NA,NA
"1457","Kyle Alexander","K. Alexander","VBC",282500,5,5,9.7,0.9,1.1,"j6",12,NA,-2,2,NA,6,NA,NA
"1458","Amar Sylla","A. Sylla","BET",321111,5,5,2.7,0.8,0.9,"j6",5,NA,4,4.8,1,-1,NA,NA
"1459","Josep Puerto","J. Puerto","VBC",248750,5,5,4,1,2.2,"j6",2,NA,7.2,NA,6,7.2,NA,NA
"1460","AJ Slaughter","A. Slaughter","GCA",350750,4.9,4.9,4.9,0.7,0.5,"j6",8,NA,-6,22.8,3.6,0,NA,NA
"1461","Hugo González","H. González","RMB",126500,3.6,4.8,3.6,1.4,4,"j6",3.6,NA,6,NA,NA,NA,NA,NA
"1462","Pau Ribas","P. Ribas","JOV",298778,4.7,4.7,8.3,0.8,0.8,"j6",15.6,NA,7,4.8,4,-3,NA,NA
"1463","Niels Giffey","N. Giffey","UCM",252500,4.7,4.7,4.7,0.9,1,"j6",9,NA,0,0,7.2,-2,NA,NA
"1464","Marcis Steinbergs","M. Steinbergs","BAX",226250,4.7,4.7,1.8,1,0.9,"j6",1,NA,-2,13,2,3,NA,NA
"1465","Christian Díaz","C. Díaz","COV",225556,4.6,4.6,3.8,1,0.9,"j6",2.4,NA,-1,15.6,3.6,6,NA,NA
"1466","Edgar Vicedo","E. Vicedo","MOB",237778,4.6,4.6,5.6,1,1.9,"j6",4,NA,5,4.8,0,8,NA,NA
"1467","Jaime Pradilla","J. Pradilla","VBC",221111,4.6,4.6,3.8,1,1,"j6",4,NA,6,13,4,3.6,NA,NA
"1468","Clevin Hannah","C. Hannah","FUE",327778,4.4,4.4,8.1,0.7,0.5,"j6",1,NA,-2,4,-5,19.2,NA,NA
"1469","Eulis Báez","E. Báez","BET",303278,4.3,4.3,5,0.7,1,"j6",NA,NA,7,8.4,-3,5,NA,NA
"1470","Christian Eyenga","C. Eyenga","FUE",247044,4.3,4.3,7.9,0.9,0.7,"j6",3,NA,0,-4,7.2,15.6,NA,NA
"1471","Rodions Kurucs","R. Kurucs","BET",192500,4.3,4.3,-1.2,1.1,0.8,"j6",-2,NA,13,4.8,10,0,NA,NA
"1472","Babatunde Olumuyiwa","B. Olumuyiwa","BAX",312800,4,4,4,0.6,0,"j6",NA,NA,NA,NA,NA,4,NA,NA
"1473","Tryggvi Hlinason","T. Hlinason","CAZ",293750,4,4,5.1,0.7,0.8,"j6",2,NA,7,-5,NA,10,NA,NA
"1474","Luka Brajkovic","L. Brajkovic","BRE",171111,4,4,9.1,1.2,0.7,"j6",15.6,NA,-1,1,2,-1,NA,NA
"1475","Tomás Bellas","T. Bellas","UCM",296571,3.9,3.9,3.2,0.7,1.7,"j6",3,NA,8.4,5,2.4,3.6,NA,NA
"1476","Tyson Pérez","T. Pérez","BAX",258750,3.6,3.6,0,0.7,0.4,"j6",0,NA,-7,16,9,0,NA,NA
"1477","Markus Howard","M. Howard","BKN",325000,3.3,3.3,-4,0.5,0.5,"j6",-4,NA,-3,3,6,NA,NA,NA
"1478","Jordan Sakho","J. Sakho","UCM",141111,3.2,3.2,4.9,1.1,0.8,"j6",5,NA,9.6,0,-4,4.8,NA,NA
"1479","Ilimane Diop","I. Diop","UCM",263720,3.2,3.2,1.7,0.6,1,"j6",-1,NA,1.2,9,1.2,6,NA,NA
"1480","Viny Okouo","V. Okouo","FUE",205932,3.2,3.2,5.1,0.8,1.4,"j6",6,NA,0,5,4.8,3.6,NA,NA
"1481","Kyle Kuric","K. Kuric","BAR",228491,3.2,3.2,0,0.7,4,"j6",NA,NA,2.4,NA,NA,NA,NA,NA
"1482","Jonah Radebaugh","J. Radebaugh","VBC",125922,3.1,3.1,5.4,1.2,0.9,"j6",5,NA,7.2,1,-2,6,NA,NA
"1483","Sander Raieste","S. Raieste","BKN",149500,3,3,0,1,0.5,"j6",NA,NA,-1,16,1.2,0,NA,NA
"1484","Jaume Sorolla","J. Sorolla","GIR",168619,3,3,3.4,0.9,1.7,"j6",4.8,NA,NA,NA,NA,1.2,NA,NA
"1485","Joan Sastre","J. Sastre","LNT",121111,2.8,2.8,0.3,1.2,0.9,"j6",1.2,NA,0,8.4,2.4,-1,NA,NA
"1486","Juan Fernández","J. Fernández","FUE",85978,2.8,2.8,4.5,1.6,0.7,"j6",2,NA,-4,2,2.4,8.4,NA,NA
"1487","Ignacio Rosa","I. Rosa","SBB",96572,2.8,2.8,1,1.4,0.7,"j6",1,NA,8.4,-1,NA,NA,NA,NA
"1488","David Jelínek","D. Jelínek","UCM",176250,2.7,2.7,1.3,0.8,0.9,"j6",4,NA,2.4,6,NA,-3,NA,NA
"1489","Klemen Prepelic","K. Prepelic","VBC",169217,2.6,2.6,4.6,0.8,0.4,"j6",6,NA,-1,-3,-3,2.4,NA,NA
"1490","Vitor Benite","V. Benite","GCA",195000,2.6,2.6,-0.4,0.7,0.6,"j6",-3,NA,NA,NA,7.2,3.6,NA,NA
"1491","Álex Reyes","Á. Reyes","SBB",171925,2.5,2.5,3.1,0.7,0.6,"j6",7,NA,1.2,9.6,-2,-3,NA,NA
"1492","Pep Busquets","P. Busquets","JOV",108055,2.5,2.5,3.6,1.2,0.4,"j6",3.6,NA,9,-5,NA,NA,NA,NA
"1493","Josep Franch","J. Franch","GIR",128750,2.4,2.4,-0.4,0.9,0.6,"j6",-3,NA,8,-1,7,3.6,NA,NA
"1494","Pierria Henry","P. Henry","BKN",570000,2.4,2.4,2.4,0.2,0,"j6",2.4,NA,0,0,0,0,NA,NA
"1495","Álvaro Muñoz","Á. Muñoz","MOB",165313,2.4,2.4,-1,0.7,0.6,"j6",-1,NA,0,6,8,-1,NA,NA
"1496","Rihards Lomazs","R. Lomazs","CAZ",159734,2.4,2.4,7,0.8,0.6,"j6",NA,NA,5,-3,-1,7,NA,NA
"1497","Marc García","M. García","FUE",347507,2.3,2.3,-2.4,0.3,0.3,"j6",-2,NA,0,0,12,-3,NA,NA
"1498","Jonathan Barreiro","J. Barreiro","UNI",116643,2.2,2.2,10.2,0.9,0.3,"j6",18,NA,-1,-3,0,-2,NA,NA
"1499","Eli Ndiaye","E. Ndiaye","RMB",93402,2.1,2.1,6,1.1,0.7,"j6",6,NA,-2,NA,2.4,NA,NA,NA
"1500","Dani García","D. García","BAX",75714,2,2,1,1.3,0.7,"j6",1,NA,-1,5,6,NA,NA,NA
"1501","Fabien Causeur","F. Causeur","RMB",105714,2,2,-1,0.9,0.3,"j6",NA,NA,10.8,7.2,-1,-1,NA,NA
"1502","Urban Klavzar","U. Klavzar","UCM",79836,2,2,0,1.3,0,"j6",NA,NA,NA,NA,NA,NA,NA,NA
"1503","William Howard","W. Howard","JOV",382500,2,2,0,0.3,0,"j6",NA,NA,NA,NA,NA,NA,NA,NA
"1504","Michael Caicedo","M. Caicedo","BAR",90072,2,2,-0.6,1.1,0.4,"j6",-1,NA,NA,10.8,-2,0,NA,NA
"1505","James Webb III","J. Webb III","VBC",348833,1.9,1.9,-1,0.3,0.7,"j6",-1,NA,NA,NA,NA,NA,NA,NA
"1506","Pol Figueras","P. Figueras","GIR",144484,1.9,1.9,4.1,0.7,0.7,"j6",3.6,NA,2,-1,-2,4.8,NA,NA
"1507","Álex Suárez","Á. Suárez","MOB",103911,1.8,1.8,2,0.9,0.7,"j6",4,NA,1,6,3,-1,NA,NA
"1508","Jordan Davis","J. Davis","UCM",189538,1.8,1.8,1.2,0.5,0.4,"j6",2,NA,-3,11,-2,0,NA,NA
"1509","Ondrej Hanzlik","O. Hanzlik","GIR",71437,1.8,1.8,-3,1.2,0.5,"j6",NA,NA,3,7,NA,-3,NA,NA
"1510","Borisa Simanic","B. Simanic","CAZ",151143,1.7,1.7,-0.6,0.6,0.4,"j6",-1,NA,-1,10,0,0,NA,NA
"1511","Frankie Ferrari","F. Ferrari","BAX",158985,1.7,1.7,0.7,0.5,0.4,"j6",-4,NA,3,2,-3,8,NA,NA
"1512","Javi Beirán","J. Beirán","FUE",234903,1.7,1.7,2,0.4,3.5,"j6",2,NA,1,NA,NA,NA,NA,NA
"1513","Stefan Momirov","S. Momirov","BRE",131929,1.5,1.5,7.8,0.6,0.2,"j6",3.6,NA,1.2,0,-7,14.4,NA,NA
"1514","Maodo Nguirane","M. Nguirane","CAZ",180625,1.5,1.5,0,0.4,3,"j6",NA,NA,NA,2,NA,NA,NA,NA
"1515","Ryan Luther","R. Luther","UCM",150861,1.4,1.4,-1.4,0.5,0.3,"j6",-1,NA,7.2,-4,6,-2,NA,NA
"1516","Dani Díez","D. Díez","BKN",129032,1.3,1.3,9.6,0.5,0.3,"j6",NA,NA,-1,-2,0,9.6,NA,NA
"1517","Yannick Kraag","Y. Kraag","JOV",48333,1,1,1.7,1,0.7,"j6",1.2,NA,-2,1.2,1,2.4,NA,NA
"1518","Aleksandar Cvetkovic","A. Cvetkovic","BET",100379,0.9,0.9,1.5,0.5,0.3,"j6",-2,NA,-3,3.6,-2,7,NA,NA
"1519","Jacobo Díaz","J. Díaz","COV",95393,0.9,0.9,2.4,0.5,0.2,"j6",7.2,NA,-1,-2,0,-5,NA,NA
"1520","Jovan Kljajic","J. Kljajic","GCA",48808,0.8,0.8,4.8,0.8,0.2,"j6",NA,NA,3,1.2,0,4.8,NA,NA
"1521","Roko Prkacin","R. Prkacin","GIR",108750,0.7,0.7,3.8,0.3,0.3,"j6",2.4,NA,-1,0,-2,6,NA,NA
"1522","Rafael Villar","R. Villar","BAR",76766,0.6,0.6,0,0.4,1,"j6",NA,NA,0,0,1.2,0,NA,NA
"1523","Fernando Zurbriggen","F. Zurbriggen","MOB",66361,0.6,0.6,0.6,0.5,0.4,"j6",1,NA,3,NA,0,0,NA,NA
"1524","Aleksandar Bursac","A. Bursac","BAX",104401,0.5,0.5,0,0.2,0.2,"j6",NA,NA,-2,0,0,NA,NA,NA
"1525","Pepe Pozas","P. Pozas","BET",94474,0.5,0.5,-3,0.3,0.1,"j6",-5,NA,3,-2,-1,0,NA,NA
"1526","Ramon Vilà","R. Vilà","COV",99181,0.5,0.5,1,0.3,1,"j6",NA,NA,NA,NA,0,1,NA,NA
"1527","Rubén López","R. López","GCA",44371,0.3,0.3,0,0.3,0.6,"j6",0,NA,0,1.2,0,0,NA,NA
"1528","David Iriarte","D. Iriarte","COV",60344,0,0,-1,0,0,"j6",NA,NA,3,1.2,-3,-1,NA,NA
"1529","Mario Saint-Supery","M. Saint-Supery","UNI",102000,0,0,0,0,0,"j6",0,NA,NA,NA,NA,NA,NA,NA
"1530","Matija Samar","M. Samar","FUE",85000,0,0,0,0,0,"j6",NA,NA,0,0,NA,NA,NA,NA
"1531","Pavel Savkov","P. Savkov","FUE",84304,0,0,0,0,0,"j6",NA,NA,1,2,-2,NA,NA,NA
"1532","Zsombor Maronka","Z. Maronka","JOV",103860,0,0,0,0,0,"j6",NA,NA,-3,-2,NA,NA,NA,NA
"1533","Alberto Abalde","A. Abalde","RMB",146193,-0.1,-0.1,-1.6,0,0,"j6",0,NA,NA,NA,3.6,-4,NA,NA
"1534","Jonathan Kasibabu","J. Kasibabu","BRE",126456,-0.3,-0.3,2.4,-0.1,-0.1,"j6",2.4,NA,NA,NA,-3,NA,NA,NA
"1535","Elias Valtonen","E. Valtonen","BAX",90960,-0.3,-0.3,0,-0.2,-0.1,"j6",NA,NA,2.4,2,-4,0,NA,NA
"1536","Albert Ventura","A. Ventura","JOV",51292,-0.5,-0.5,0,-0.5,-0.6,"j6",NA,NA,NA,-2,0,0,NA,NA
"1537","Adam Waczynski","A. Waczynski","BAX",420142,-1,-1,-1,-0.1,0,"j6",-1,NA,0,0,0,0,NA,NA
"1538","Erik Quintela","E. Quintela","BRE",137275,-1,-1,0,-0.4,0,"j6",NA,NA,NA,NA,-1,NA,NA,NA
"1539","Rodijs Macoha","R. Macoha","FUE",55299,-1.2,-1.2,-2.6,-1.1,-0.3,"j6",-3,NA,6,-4,-3,-2,NA,NA
"1540","David Mutaf","D. Mutaf","GCA",70625,-1.3,-1.3,-2,-0.9,-1.4,"j6",-2,NA,NA,0,NA,-2,NA,NA
"1541","Agustín Ubal","A. Ubal","SBB",88741,-1.5,-1.5,-1.6,-0.8,-3,"j6",-2,NA,NA,NA,NA,-1,NA,NA
"1542","Javi García","J. García","CAZ",75039,-1.5,-1.5,-1.6,-1,-3,"j6",-2,NA,NA,NA,NA,-1,NA,NA
"1543","Dairis Bertans","D. Bertans","BET",69485,-1.6,-1.6,-4.9,-1.2,-0.3,"j6",-1,NA,-6,7.2,-4,-11,NA,NA
"1544","Pablo Almazán","P. Almazán","BET",71658,-1.7,-1.7,-1.8,-1.2,-1.3,"j6",-3,NA,-2,NA,NA,0,NA,NA
"1545","Sergi Martínez","S. Martínez","BAR",90313,-2,-2,0,-1.1,-2,"j6",NA,NA,-3,NA,NA,NA,NA,NA
"1546","Adam Hanga","A. Hanga","RMB",245650,-4,-4,-4,-0.8,0,"j6",-4,NA,NA,NA,NA,NA,NA,NA
"1547","Dan Duscak","D. Duscak","GCA",106250,-4,-4,0,-1.9,0,"j6",NA,NA,0,0,-4,NA,NA,NA
"1548","Anthony Randolph","A. Randolph","RMB",180000,0,0,0,0,0,"j6",NA,NA,NA,NA,NA,NA,NA,NA
"1549","Lucas Langarita","L. Langarita","CAZ",90000,0,0,0,0,0,"j6",0,NA,0,0,0,0,NA,NA
"1550","Nikola Mirotic","N. Mirotic","BAR",750000,0,0,0,0,0,"j6",NA,NA,NA,NA,NA,NA,NA,NA
